"","control_rep1","control_rep2","treated_rep1","treated_rep2"
"Gene17068",18,11,7,6
"Gene17069",11,16,11,16
"Gene17070",7,21,10,13
"Gene17071",12,18,12,12
"Gene17072",8,25,5,13
"Gene17073",7,14,25,18
"Gene17074",9,5,23,21
"Gene17075",20,8,9,9
"Gene17076",12,17,23,10
"Gene17077",7,13,10,10
"Gene17078",11,13,10,7
"Gene17079",16,19,9,10
"Gene17080",8,27,28,15
"Gene17081",33,7,10,3
"Gene17082",11,21,16,11
"Gene17083",20,7,25,11
"Gene17084",10,8,17,11
"Gene17085",10,5,4,8
"Gene17086",22,18,26,11
"Gene17087",11,8,19,21
"Gene17088",19,17,5,12
"Gene17089",4,7,18,15
"Gene17090",14,13,9,12
"Gene17091",25,15,18,13
"Gene17092",15,17,11,16
"Gene17093",25,11,9,8
"Gene17094",21,9,5,18
"Gene17095",13,5,8,10
"Gene17096",12,22,16,10
"Gene17097",17,18,17,15
"Gene17098",10,17,7,2
"Gene17099",14,21,11,9
"Gene17100",10,10,11,8
"Gene17101",24,27,7,3
"Gene17102",19,10,8,9
"Gene17103",11,5,12,12
"Gene17104",28,14,13,4
"Gene17105",10,22,23,13
"Gene17106",17,19,10,13
"Gene17107",8,10,8,21
"Gene17108",10,9,18,18
"Gene17109",12,4,11,18
"Gene17110",12,9,17,15
"Gene17111",14,9,9,18
"Gene17112",10,18,11,9
"Gene17113",18,20,10,4
"Gene17114",13,14,10,11
"Gene17115",20,4,7,13
"Gene17116",14,15,19,13
"Gene17117",11,5,21,9
"Gene17118",15,9,10,16
"Gene17119",11,5,10,12
"Gene17120",14,8,6,14
"Gene17121",30,5,3,4
"Gene17122",4,11,8,18
"Gene17123",14,9,6,16
"Gene17124",9,4,19,7
"Gene17125",12,10,10,10
"Gene17126",16,20,10,9
"Gene17127",10,4,11,6
"Gene17128",15,6,11,11
"Gene17129",8,4,5,24
"Gene17130",13,14,15,8
"Gene17131",15,14,22,14
"Gene17132",9,11,3,7
"Gene17133",9,5,17,11
"Gene17134",8,10,6,8
"Gene17135",13,14,11,9
"Gene17136",18,10,6,14
"Gene17137",12,17,6,14
"Gene17138",8,12,22,20
"Gene17139",22,23,11,13
"Gene17140",19,9,7,10
"Gene17141",9,18,8,8
"Gene17142",9,9,9,4
"Gene17143",14,22,12,16
"Gene17144",8,14,6,4
"Gene17145",23,18,16,11
"Gene17146",32,8,18,7
"Gene17147",12,5,17,14
"Gene17148",24,7,14,8
"Gene17149",14,4,3,16
"Gene17150",13,13,4,18
"Gene17151",4,13,13,2
"Gene17152",16,13,13,11
"Gene17153",13,6,9,20
"Gene17154",23,18,7,7
"Gene17155",12,9,12,6
"Gene17156",13,9,18,20
"Gene17157",6,3,14,7
"Gene17158",6,13,14,4
"Gene17159",9,14,13,7
"Gene17160",12,8,25,15
"Gene17161",17,14,19,8
"Gene17162",12,10,12,8
"Gene17163",8,9,11,13
"Gene17164",7,8,7,15
"Gene17165",6,6,16,12
"Gene17166",7,8,14,20
"Gene17167",9,9,10,16
"Gene17168",13,14,9,15
"Gene17169",12,10,15,12
"Gene17170",11,4,9,24
"Gene17171",19,19,15,6
"Gene17172",13,21,35,14
"Gene17173",15,9,7,19
"Gene17174",6,5,17,15
"Gene17175",14,12,9,11
"Gene17176",16,8,13,12
"Gene17177",7,29,18,16
"Gene17178",10,20,12,18
"Gene17179",7,6,17,9
"Gene17180",14,21,13,12
"Gene17181",7,15,13,12
"Gene17182",10,10,10,19
"Gene17183",6,4,19,18
"Gene17184",14,15,18,5
"Gene17185",11,9,6,11
"Gene17186",23,18,10,4
"Gene17187",9,23,6,13
"Gene17188",12,5,16,17
"Gene17189",3,12,8,6
"Gene17190",15,12,28,8
"Gene17191",6,8,7,17
"Gene17192",7,6,7,13
"Gene17193",14,7,10,13
"Gene17194",3,8,12,22
"Gene17195",8,21,10,9
"Gene17196",15,8,29,15
"Gene17197",18,4,3,16
"Gene17198",18,16,9,10
"Gene17199",7,10,11,7
"Gene17200",24,4,13,25
"Gene17201",12,13,14,14
"Gene17202",8,5,14,16
"Gene17203",21,9,9,15
"Gene17204",10,9,13,11
"Gene17205",6,2,7,10
"Gene17206",15,10,15,18
"Gene17207",9,14,11,17
"Gene17208",23,8,27,18
"Gene17209",15,27,20,16
"Gene17210",23,16,12,5
"Gene17211",10,13,7,20
"Gene17212",14,22,16,6
"Gene17213",14,11,8,8
"Gene17214",20,7,7,26
"Gene17215",22,21,15,10
"Gene17216",8,22,17,15
"Gene17217",11,9,8,24
"Gene17218",6,10,5,18
"Gene17219",13,16,21,24
"Gene17220",9,10,10,26
"Gene17221",15,11,21,13
"Gene17222",28,11,16,13
"Gene17223",25,13,17,10
"Gene17224",7,7,22,5
"Gene17225",4,18,24,25
"Gene17226",20,11,18,17
"Gene17227",7,14,16,8
"Gene17228",20,13,19,22
"Gene17229",13,11,16,11
"Gene17230",21,14,13,16
"Gene17231",14,3,13,15
"Gene17232",27,17,26,8
"Gene17233",14,6,10,12
"Gene17234",19,26,21,8
"Gene17235",9,15,9,15
"Gene17236",11,7,16,22
"Gene17237",11,4,4,1
"Gene17238",10,3,9,14
"Gene17239",16,7,8,12
"Gene17240",12,8,8,14
"Gene17241",20,14,6,17
"Gene17242",10,35,4,22
"Gene17243",8,19,25,13
"Gene17244",7,14,8,9
"Gene17245",10,12,8,5
"Gene17246",12,14,6,12
"Gene17247",5,9,10,29
"Gene17248",13,24,10,16
"Gene17249",10,7,11,8
"Gene17250",22,23,7,11
"Gene17251",13,20,8,8
"Gene17252",7,4,11,7
"Gene17253",10,8,9,16
"Gene17254",9,30,15,21
"Gene17255",18,4,13,13
"Gene17256",16,12,8,4
"Gene17257",14,17,25,15
"Gene17258",19,8,16,11
"Gene17259",11,6,13,21
"Gene17260",12,12,8,6
"Gene17261",10,2,12,5
"Gene17262",7,6,10,11
"Gene17263",14,9,9,8
"Gene17264",20,28,17,13
"Gene17265",12,11,11,24
"Gene17266",6,15,16,13
"Gene17267",8,16,3,16
"Gene17268",7,10,9,8
"Gene17269",8,21,21,14
"Gene17270",7,16,7,14
"Gene17271",7,10,8,25
"Gene17272",20,15,13,9
"Gene17273",13,15,11,16
"Gene17274",13,6,10,13
"Gene17275",9,11,10,12
"Gene17276",16,13,6,15
"Gene17277",11,27,6,16
"Gene17278",16,10,17,12
"Gene17279",18,7,14,20
"Gene17280",26,8,5,11
"Gene17281",7,14,6,10
"Gene17282",17,22,10,9
"Gene17283",16,8,24,7
"Gene17284",7,10,16,8
"Gene17285",12,17,18,9
"Gene17286",13,13,12,10
"Gene17287",12,10,21,7
"Gene17288",13,13,6,16
"Gene17289",7,13,17,9
"Gene17290",13,12,24,8
"Gene17291",6,22,4,14
"Gene17292",6,6,14,11
"Gene17293",37,17,10,25
"Gene17294",9,5,16,17
"Gene17295",6,13,9,10
"Gene17296",12,8,7,19
"Gene17297",12,3,4,21
"Gene17298",17,14,9,12
"Gene17299",8,11,15,4
"Gene17300",13,22,12,10
"Gene17301",13,3,24,16
"Gene17302",12,15,4,7
"Gene17303",29,13,5,9
"Gene17304",9,13,23,10
"Gene17305",12,11,24,10
"Gene17306",5,10,5,18
"Gene17307",15,12,9,11
"Gene17308",5,20,29,8
"Gene17309",6,26,8,6
"Gene17310",16,19,8,6
"Gene17311",17,11,14,13
"Gene17312",5,21,4,14
"Gene17313",18,18,20,11
"Gene17314",13,6,14,9
"Gene17315",14,14,12,11
"Gene17316",19,6,9,10
"Gene17317",21,7,14,6
"Gene17318",13,12,12,17
"Gene17319",9,10,13,21
"Gene17320",17,5,22,17
"Gene17321",8,20,4,15
"Gene17322",11,6,9,5
"Gene17323",9,8,7,9
"Gene17324",18,5,19,19
"Gene17325",8,13,6,10
"Gene17326",11,14,11,3
"Gene17327",13,12,14,12
"Gene17328",9,21,15,13
"Gene17329",6,13,10,8
"Gene17330",11,14,8,10
"Gene17331",5,5,23,10
"Gene17332",14,7,14,16
"Gene17333",5,17,10,11
"Gene17334",8,13,25,20
"Gene17335",14,15,7,10
"Gene17336",12,15,20,8
"Gene17337",10,16,8,14
"Gene17338",13,4,15,7
"Gene17339",18,33,7,10
"Gene17340",5,8,5,15
"Gene17341",6,22,10,10
"Gene17342",14,18,13,5
"Gene17343",14,15,8,11
"Gene17344",7,13,27,10
"Gene17345",16,22,20,11
"Gene17346",12,11,6,7
"Gene17347",18,14,16,5
"Gene17348",10,7,18,12
"Gene17349",22,7,8,30
"Gene17350",9,3,7,34
"Gene17351",12,8,13,6
"Gene17352",12,13,27,14
"Gene17353",9,9,5,9
"Gene17354",5,8,15,10
"Gene17355",12,24,14,17
"Gene17356",8,8,19,22
"Gene17357",15,7,12,16
"Gene17358",8,8,10,4
"Gene17359",7,18,6,10
"Gene17360",11,9,26,29
"Gene17361",10,8,12,18
"Gene17362",18,4,14,4
"Gene17363",16,14,8,6
"Gene17364",8,4,6,20
"Gene17365",6,10,10,15
"Gene17366",8,8,20,14
"Gene17367",3,9,15,10
"Gene17368",13,10,16,12
"Gene17369",12,7,3,19
"Gene17370",14,12,12,8
"Gene17371",14,13,6,10
"Gene17372",11,10,8,7
"Gene17373",13,2,10,8
"Gene17374",9,19,10,18
"Gene17375",11,8,8,15
"Gene17376",10,17,6,13
"Gene17377",5,10,12,10
"Gene17378",8,11,9,14
"Gene17379",6,25,11,4
"Gene17380",20,16,11,10
"Gene17381",13,9,11,13
"Gene17382",16,25,14,13
"Gene17383",10,6,12,7
"Gene17384",9,12,9,18
"Gene17385",6,16,13,13
"Gene17386",8,13,13,12
"Gene17387",15,18,16,25
"Gene17388",11,15,9,12
"Gene17389",10,7,6,13
"Gene17390",23,10,15,5
"Gene17391",10,14,10,12
"Gene17392",23,7,5,3
"Gene17393",16,24,14,10
"Gene17394",14,11,3,9
"Gene17395",9,8,14,10
"Gene17396",12,20,20,5
"Gene17397",9,11,12,9
"Gene17398",18,9,13,16
"Gene17399",7,9,5,14
"Gene17400",12,22,20,5
"Gene17401",7,11,14,18
"Gene17402",6,13,13,16
"Gene17403",10,12,10,12
"Gene17404",7,9,17,16
"Gene17405",10,13,12,20
"Gene17406",9,9,2,9
"Gene17407",22,5,25,10
"Gene17408",34,12,8,12
"Gene17409",21,14,13,17
"Gene17410",11,11,21,12
"Gene17411",9,5,18,23
"Gene17412",8,6,7,12
"Gene17413",15,11,14,15
"Gene17414",9,20,26,13
"Gene17415",11,18,18,20
"Gene17416",7,9,6,6
"Gene17417",20,20,9,19
"Gene17418",12,12,17,10
"Gene17419",16,15,14,9
"Gene17420",2,11,24,12
"Gene17421",25,6,20,11
"Gene17422",10,8,14,10
"Gene17423",12,17,3,13
"Gene17424",17,16,14,22
"Gene17425",8,9,12,7
"Gene17426",6,11,20,9
"Gene17427",7,14,12,20
"Gene17428",10,9,14,18
"Gene17429",5,14,16,11
"Gene17430",6,8,16,9
"Gene17431",2,10,14,13
"Gene17432",7,11,10,16
"Gene17433",15,13,16,31
"Gene17434",20,27,9,8
"Gene17435",9,4,27,10
"Gene17436",12,7,1,24
"Gene17437",4,16,5,28
"Gene17438",9,20,22,8
"Gene17439",29,18,8,12
"Gene17440",11,7,6,16
"Gene17441",8,7,10,11
"Gene17442",9,11,14,16
"Gene17443",17,9,12,11
"Gene17444",16,21,17,8
"Gene17445",9,7,5,15
"Gene17446",14,8,28,16
"Gene17447",21,19,11,15
"Gene17448",8,14,7,11
"Gene17449",11,16,5,17
"Gene17450",6,18,21,8
"Gene17451",13,7,13,9
"Gene17452",14,12,19,7
"Gene17453",18,10,22,10
"Gene17454",12,3,15,11
"Gene17455",14,11,12,11
"Gene17456",17,39,7,7
"Gene17457",13,3,9,15
"Gene17458",12,9,9,6
"Gene17459",17,1,14,7
"Gene17460",11,26,11,5
"Gene17461",21,26,17,11
"Gene17462",13,12,8,28
"Gene17463",9,5,25,8
"Gene17464",20,7,9,9
"Gene17465",10,16,8,14
"Gene17466",13,6,19,20
"Gene17467",15,21,23,17
"Gene17468",14,13,30,23
"Gene17469",13,13,12,4
"Gene17470",16,17,8,2
"Gene17471",10,21,14,9
"Gene17472",3,9,11,6
"Gene17473",15,16,6,7
"Gene17474",13,21,9,17
"Gene17475",11,24,8,9
"Gene17476",10,18,25,40
"Gene17477",14,19,10,17
"Gene17478",5,15,20,30
"Gene17479",17,9,21,14
"Gene17480",19,11,13,9
"Gene17481",14,9,5,7
"Gene17482",21,21,28,10
"Gene17483",17,17,16,16
"Gene17484",14,22,9,15
"Gene17485",9,17,9,5
"Gene17486",7,42,14,10
"Gene17487",14,7,14,15
"Gene17488",6,15,16,18
"Gene17489",12,13,21,5
"Gene17490",12,8,23,5
"Gene17491",13,9,11,12
"Gene17492",11,10,14,18
"Gene17493",20,8,15,11
"Gene17494",2,7,10,14
"Gene17495",6,12,16,16
"Gene17496",9,10,11,16
"Gene17497",14,13,11,10
"Gene17498",13,13,16,3
"Gene17499",4,7,16,14
"Gene17500",16,6,8,12
"Gene17501",3,12,15,13
"Gene17502",12,6,10,16
"Gene17503",8,3,10,11
"Gene17504",18,29,4,7
"Gene17505",11,5,24,7
"Gene17506",17,27,12,10
"Gene17507",4,10,10,9
"Gene17508",6,12,14,12
"Gene17509",15,12,15,8
"Gene17510",17,8,8,13
"Gene17511",9,22,22,15
"Gene17512",7,11,8,15
"Gene17513",8,13,10,24
"Gene17514",11,25,8,12
"Gene17515",7,13,18,4
"Gene17516",16,14,19,21
"Gene17517",36,18,11,10
"Gene17518",24,18,9,10
"Gene17519",12,25,15,32
"Gene17520",5,16,13,8
"Gene17521",7,20,12,16
"Gene17522",24,8,9,14
"Gene17523",15,7,10,15
"Gene17524",13,10,14,17
"Gene17525",7,9,11,20
"Gene17526",4,19,17,14
"Gene17527",34,16,9,34
"Gene17528",26,11,3,11
"Gene17529",13,15,29,7
"Gene17530",15,11,6,16
"Gene17531",22,16,8,17
"Gene17532",13,5,13,4
"Gene17533",11,14,18,11
"Gene17534",8,9,19,15
"Gene17535",10,9,5,18
"Gene17536",22,18,19,18
"Gene17537",14,5,10,14
"Gene17538",12,21,11,4
"Gene17539",16,18,4,13
"Gene17540",12,9,7,12
"Gene17541",12,9,15,8
"Gene17542",9,14,18,15
"Gene17543",7,7,10,14
"Gene17544",6,10,31,7
"Gene17545",7,13,17,3
"Gene17546",18,16,6,11
"Gene17547",11,19,20,6
"Gene17548",10,21,5,20
"Gene17549",18,8,10,13
"Gene17550",6,28,12,10
"Gene17551",20,4,19,12
"Gene17552",22,13,10,16
"Gene17553",9,16,22,11
"Gene17554",10,17,8,21
"Gene17555",12,17,12,6
"Gene17556",16,10,18,11
"Gene17557",18,16,9,10
"Gene17558",10,12,12,17
"Gene17559",17,18,26,8
"Gene17560",10,11,5,18
"Gene17561",5,9,15,15
"Gene17562",23,22,8,9
"Gene17563",19,12,12,27
"Gene17564",11,4,14,3
"Gene17565",10,6,15,9
"Gene17566",5,21,4,15
"Gene17567",10,12,10,8
"Gene17568",10,17,12,17
"Gene17569",10,16,5,16
"Gene17570",11,9,6,9
"Gene17571",9,14,11,16
"Gene17572",18,24,3,4
"Gene17573",17,9,22,18
"Gene17574",13,8,8,8
"Gene17575",16,14,9,8
"Gene17576",15,15,9,8
"Gene17577",19,17,23,15
"Gene17578",7,6,9,8
"Gene17579",11,17,13,15
"Gene17580",4,15,5,22
"Gene17581",17,7,14,9
"Gene17582",9,8,17,18
"Gene17583",9,4,13,19
"Gene17584",15,8,7,10
"Gene17585",3,13,8,22
"Gene17586",11,11,10,11
"Gene17587",3,11,6,18
"Gene17588",14,11,12,8
"Gene17589",10,20,18,12
"Gene17590",5,29,10,14
"Gene17591",8,7,17,20
"Gene17592",11,21,16,8
"Gene17593",7,6,5,14
"Gene17594",14,14,7,14
"Gene17595",9,12,5,14
"Gene17596",9,27,19,8
"Gene17597",17,15,17,14
"Gene17598",23,7,17,8
"Gene17599",15,5,11,9
"Gene17600",10,10,9,7
"Gene17601",32,14,21,17
"Gene17602",26,10,5,8
"Gene17603",15,21,5,11
"Gene17604",6,16,16,14
"Gene17605",4,5,10,19
"Gene17606",15,15,22,13
"Gene17607",14,17,14,16
"Gene17608",18,17,22,18
"Gene17609",13,17,23,6
"Gene17610",11,13,40,6
"Gene17611",7,7,12,4
"Gene17612",17,9,7,7
"Gene17613",13,10,7,14
"Gene17614",6,25,12,9
"Gene17615",19,9,6,13
"Gene17616",11,9,4,18
"Gene17617",17,5,13,13
"Gene17618",10,9,11,12
"Gene17619",13,8,5,11
"Gene17620",18,24,4,31
"Gene17621",5,8,17,24
"Gene17622",8,11,7,21
"Gene17623",24,20,7,7
"Gene17624",30,10,12,12
"Gene17625",7,12,18,12
"Gene17626",24,8,16,12
"Gene17627",14,21,11,14
"Gene17628",15,1,25,9
"Gene17629",4,20,12,9
"Gene17630",12,10,20,17
"Gene17631",15,16,25,12
"Gene17632",9,12,13,19
"Gene17633",22,20,17,26
"Gene17634",8,7,13,10
"Gene17635",13,4,12,8
"Gene17636",11,9,17,15
"Gene17637",6,7,6,16
"Gene17638",9,12,11,15
"Gene17639",7,11,20,17
"Gene17640",8,8,13,8
"Gene17641",6,9,15,9
"Gene17642",5,10,9,7
"Gene17643",16,12,6,9
"Gene17644",9,7,11,7
"Gene17645",9,11,8,24
"Gene17646",8,12,11,14
"Gene17647",12,13,12,8
"Gene17648",7,9,10,12
"Gene17649",17,12,6,13
"Gene17650",10,22,7,22
"Gene17651",14,9,1,35
"Gene17652",9,15,10,22
"Gene17653",19,11,10,9
"Gene17654",15,21,11,8
"Gene17655",13,10,8,7
"Gene17656",8,5,9,15
"Gene17657",20,16,24,10
"Gene17658",2,7,4,24
"Gene17659",11,8,9,5
"Gene17660",12,7,11,23
"Gene17661",17,9,12,12
"Gene17662",22,9,17,10
"Gene17663",11,10,2,15
"Gene17664",14,15,6,12
"Gene17665",20,18,9,10
"Gene17666",13,5,20,18
"Gene17667",7,11,8,15
"Gene17668",6,23,23,17
"Gene17669",16,12,16,13
"Gene17670",14,8,12,9
"Gene17671",17,12,8,20
"Gene17672",14,14,8,12
"Gene17673",10,10,9,11
"Gene17674",12,8,12,10
"Gene17675",12,11,9,10
"Gene17676",22,7,14,5
"Gene17677",12,7,12,20
"Gene17678",15,14,15,19
"Gene17679",8,23,10,3
"Gene17680",6,7,25,10
"Gene17681",14,8,8,5
"Gene17682",13,14,16,7
"Gene17683",12,9,12,6
"Gene17684",9,11,20,8
"Gene17685",18,8,7,10
"Gene17686",21,19,5,16
"Gene17687",29,4,7,10
"Gene17688",13,11,24,21
"Gene17689",12,11,11,14
"Gene17690",10,17,15,22
"Gene17691",22,9,6,18
"Gene17692",16,15,8,5
"Gene17693",9,20,11,5
"Gene17694",17,15,6,23
"Gene17695",13,6,14,7
"Gene17696",14,5,16,12
"Gene17697",17,16,21,22
"Gene17698",6,9,16,9
"Gene17699",7,6,5,16
"Gene17700",14,8,17,8
"Gene17701",6,14,17,13
"Gene17702",10,17,9,9
"Gene17703",7,8,3,6
"Gene17704",3,8,11,15
"Gene17705",15,7,6,14
"Gene17706",12,10,7,11
"Gene17707",13,26,5,15
"Gene17708",11,21,11,23
"Gene17709",6,21,9,10
"Gene17710",8,14,12,27
"Gene17711",10,11,12,17
"Gene17712",16,14,11,21
"Gene17713",2,6,7,9
"Gene17714",5,4,23,16
"Gene17715",5,15,14,13
"Gene17716",4,11,2,6
"Gene17717",20,7,4,10
"Gene17718",7,7,27,3
"Gene17719",14,18,14,10
"Gene17720",21,9,12,8
"Gene17721",17,8,11,11
"Gene17722",14,9,17,14
"Gene17723",4,3,7,18
"Gene17724",14,16,12,5
"Gene17725",8,20,10,5
"Gene17726",5,13,5,7
"Gene17727",8,12,12,28
"Gene17728",7,9,7,11
"Gene17729",11,23,16,26
"Gene17730",11,11,11,3
"Gene17731",12,7,19,9
"Gene17732",10,8,18,12
"Gene17733",20,25,10,14
"Gene17734",11,10,29,14
"Gene17735",24,7,19,9
"Gene17736",9,9,13,14
"Gene17737",12,21,25,14
"Gene17738",9,8,12,9
"Gene17739",9,14,4,12
"Gene17740",11,13,10,27
"Gene17741",11,16,13,20
"Gene17742",24,8,13,5
"Gene17743",9,7,13,17
"Gene17744",6,16,12,3
"Gene17745",20,13,28,11
"Gene17746",7,5,15,22
"Gene17747",22,11,8,19
"Gene17748",16,10,17,17
"Gene17749",9,12,4,14
"Gene17750",16,10,11,10
"Gene17751",12,33,6,12
"Gene17752",12,15,12,7
"Gene17753",9,13,11,5
"Gene17754",8,10,14,12
"Gene17755",8,10,3,12
"Gene17756",14,21,13,11
"Gene17757",9,16,19,11
"Gene17758",8,9,12,17
"Gene17759",6,13,6,6
"Gene17760",14,21,18,6
"Gene17761",11,21,14,31
"Gene17762",18,10,4,14
"Gene17763",24,16,20,14
"Gene17764",22,30,3,11
"Gene17765",9,16,5,24
"Gene17766",5,7,15,10
"Gene17767",14,15,14,12
"Gene17768",24,6,16,21
"Gene17769",8,4,6,12
"Gene17770",20,12,14,10
"Gene17771",12,15,18,19
"Gene17772",14,14,6,12
"Gene17773",14,5,28,6
"Gene17774",6,13,27,17
"Gene17775",13,8,11,4
"Gene17776",9,19,23,14
"Gene17777",11,10,8,4
"Gene17778",28,8,14,7
"Gene17779",14,16,17,14
"Gene17780",12,14,6,8
"Gene17781",23,15,11,12
"Gene17782",6,9,15,12
"Gene17783",17,17,3,16
"Gene17784",8,13,11,10
"Gene17785",14,10,12,5
"Gene17786",7,15,17,16
"Gene17787",7,20,8,22
"Gene17788",15,8,9,14
"Gene17789",20,18,8,17
"Gene17790",10,22,12,10
"Gene17791",13,16,9,15
"Gene17792",13,10,20,15
"Gene17793",16,12,16,9
"Gene17794",10,6,7,17
"Gene17795",20,19,13,4
"Gene17796",8,7,13,9
"Gene17797",10,3,11,14
"Gene17798",16,18,14,4
"Gene17799",26,22,17,11
"Gene17800",8,10,11,6
"Gene17801",9,10,13,16
"Gene17802",6,15,6,17
"Gene17803",4,13,17,14
"Gene17804",11,18,12,11
"Gene17805",11,18,14,15
"Gene17806",9,9,11,17
"Gene17807",14,9,8,22
"Gene17808",19,11,8,20
"Gene17809",14,14,11,10
"Gene17810",15,8,7,16
"Gene17811",13,11,9,15
"Gene17812",6,10,21,15
"Gene17813",10,16,12,21
"Gene17814",15,36,13,15
"Gene17815",8,7,7,13
"Gene17816",18,12,7,12
"Gene17817",9,14,20,16
"Gene17818",11,16,14,11
"Gene17819",5,3,12,9
"Gene17820",12,9,24,13
"Gene17821",17,19,13,14
"Gene17822",16,21,8,12
"Gene17823",4,18,11,13
"Gene17824",10,16,9,7
"Gene17825",10,18,3,11
"Gene17826",11,12,4,21
"Gene17827",7,18,10,11
"Gene17828",9,10,10,10
"Gene17829",14,7,8,4
"Gene17830",15,4,12,9
"Gene17831",16,16,14,17
"Gene17832",21,17,13,8
"Gene17833",14,14,9,20
"Gene17834",6,3,11,7
"Gene17835",7,12,11,22
"Gene17836",9,16,12,8
"Gene17837",6,9,20,18
"Gene17838",12,2,14,2
"Gene17839",11,17,18,12
"Gene17840",7,6,12,10
"Gene17841",8,10,12,18
"Gene17842",15,12,7,10
"Gene17843",21,11,23,18
"Gene17844",10,13,15,21
"Gene17845",13,20,9,7
"Gene17846",4,24,19,10
"Gene17847",15,9,5,10
"Gene17848",7,26,25,17
"Gene17849",5,6,11,10
"Gene17850",23,24,22,19
"Gene17851",8,8,23,19
"Gene17852",13,10,10,15
"Gene17853",12,13,12,11
"Gene17854",11,4,13,29
"Gene17855",24,10,19,9
"Gene17856",9,6,23,21
"Gene17857",6,7,24,14
"Gene17858",16,15,6,16
"Gene17859",8,14,17,9
"Gene17860",13,13,19,11
"Gene17861",10,37,17,7
"Gene17862",4,12,7,17
"Gene17863",34,13,10,10
"Gene17864",10,1,25,14
"Gene17865",7,16,12,11
"Gene17866",11,11,12,10
"Gene17867",13,20,30,8
"Gene17868",8,8,11,18
"Gene17869",10,10,12,9
"Gene17870",9,8,17,10
"Gene17871",27,13,20,10
"Gene17872",16,10,9,11
"Gene17873",9,13,15,7
"Gene17874",17,9,9,9
"Gene17875",9,18,12,24
"Gene17876",13,14,14,5
"Gene17877",16,13,7,14
"Gene17878",21,13,2,5
"Gene17879",18,6,18,13
"Gene17880",15,27,13,12
"Gene17881",23,9,5,18
"Gene17882",16,9,16,10
"Gene17883",8,11,11,6
"Gene17884",13,24,3,9
"Gene17885",21,17,11,8
"Gene17886",16,10,12,2
"Gene17887",9,11,18,10
"Gene17888",19,6,16,8
"Gene17889",8,14,10,18
"Gene17890",4,9,14,8
"Gene17891",11,20,16,13
"Gene17892",24,11,20,4
"Gene17893",15,14,6,22
"Gene17894",22,18,12,13
"Gene17895",21,9,17,13
"Gene17896",24,24,5,14
"Gene17897",8,14,9,22
"Gene17898",4,12,20,16
"Gene17899",11,13,3,15
"Gene17900",13,2,11,21
"Gene17901",8,3,26,18
"Gene17902",11,9,20,11
"Gene17903",3,17,11,10
"Gene17904",21,14,9,13
"Gene17905",4,10,24,19
"Gene17906",10,29,9,21
"Gene17907",16,3,6,23
"Gene17908",7,9,22,9
"Gene17909",15,6,11,7
"Gene17910",12,4,7,9
"Gene17911",9,16,11,9
"Gene17912",5,12,18,10
"Gene17913",11,8,12,12
"Gene17914",9,19,9,9
"Gene17915",9,10,6,23
"Gene17916",21,9,8,8
"Gene17917",14,18,13,10
"Gene17918",8,11,9,31
"Gene17919",10,14,16,11
"Gene17920",19,14,16,14
"Gene17921",8,10,22,14
"Gene17922",6,30,18,15
"Gene17923",16,14,13,7
"Gene17924",24,2,7,14
"Gene17925",9,12,6,12
"Gene17926",14,13,10,16
"Gene17927",6,17,13,16
"Gene17928",9,12,13,19
"Gene17929",3,20,7,7
"Gene17930",14,9,8,11
"Gene17931",12,13,13,10
"Gene17932",19,9,20,11
"Gene17933",10,8,10,13
"Gene17934",15,12,10,6
"Gene17935",10,7,9,12
"Gene17936",11,18,20,17
"Gene17937",3,23,15,9
"Gene17938",21,5,13,12
"Gene17939",13,11,16,6
"Gene17940",10,10,6,12
"Gene17941",11,15,13,10
"Gene17942",12,8,6,12
"Gene17943",14,9,8,18
"Gene17944",7,12,10,14
"Gene17945",14,15,14,21
"Gene17946",4,14,9,11
"Gene17947",12,16,19,24
"Gene17948",11,20,14,8
"Gene17949",17,14,11,19
"Gene17950",7,13,9,14
"Gene17951",9,15,16,4
"Gene17952",13,8,5,13
"Gene17953",11,6,9,15
"Gene17954",16,18,14,16
"Gene17955",16,4,16,9
"Gene17956",16,15,18,10
"Gene17957",15,7,17,13
"Gene17958",6,21,8,6
"Gene17959",12,3,18,8
"Gene17960",18,15,13,18
"Gene17961",14,11,5,7
"Gene17962",7,16,8,15
"Gene17963",8,14,13,6
"Gene17964",9,9,14,7
"Gene17965",12,10,9,8
"Gene17966",19,7,1,27
"Gene17967",13,16,13,7
"Gene17968",26,20,7,4
"Gene17969",12,30,11,8
"Gene17970",13,8,5,16
"Gene17971",11,7,24,13
"Gene17972",24,9,7,9
"Gene17973",17,10,10,8
"Gene17974",7,13,11,13
"Gene17975",7,19,12,17
"Gene17976",9,6,10,9
"Gene17977",19,5,14,9
"Gene17978",11,7,16,14
"Gene17979",11,15,5,20
"Gene17980",16,3,21,20
"Gene17981",8,18,15,9
"Gene17982",13,11,20,11
"Gene17983",14,8,9,10
"Gene17984",16,11,13,3
"Gene17985",10,20,12,12
"Gene17986",11,10,29,13
"Gene17987",13,12,4,5
"Gene17988",16,18,9,16
"Gene17989",17,16,11,12
"Gene17990",9,11,8,14
"Gene17991",16,12,17,22
"Gene17992",7,10,21,11
"Gene17993",5,8,9,14
"Gene17994",8,10,13,10
"Gene17995",10,16,12,23
"Gene17996",8,9,17,11
"Gene17997",12,10,6,21
"Gene17998",11,16,10,15
